Order Priority,Unit Price,Product Sub-Category,Customer,Order Date,Ship Mode,Discount,Row ID,Order ID,Customer Segment,Product Category,Product Container,Product Name,Product Base Margin,Region,State or Province,City,Postal Code,Ship Date,Shipping Cost,Profit,Quantity ordered new,Sales,Product Sub-Category
critical,28.15,Pens & Art Supplies,Ian L O'Donnell39,06-12-2013,Express Air,0.07,18911,88684,Corporate 654,Office Supplies,Small Pack%,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",0.57,Central,Illinois,Alton,62002,6/15/2013,8.99,-15.464,4,113.59,Pens & Art Supplies
not specified,7.98,Storage & Organization,Seth Grimes40,3/21/2013,Regular Air,0.09,18673,88683,Corporate 654,Office Supplies,Medium Box,Iris Project Case,0.59,West,Washington,Anacortes,98221,3/23/2013,6.5,-71.44,4,30.96,Storage & Organization
not specified,45.99,Telephones and Communication,Alexandra Fuller42,11-05-2012,Regular Air,0.09,22406,91455,Consumer 096,Technology,Small Box@,KF 788,0.56,West,Washington,Puyallup,98373,11-06-2012,4.99,24.1868,8,299.74,Telephones and Communication
not specified,8.09,Office Furnishings,Alexandra Fuller42,11/26/2013,Regular Air,0.07,23753,91458,Consumer 096,Furniture,Small Box@,"6"" Cubicle Wall Clock, Black",0.49,West,Washington,Puyallup,98373,11/29/2013,7.96,63.48448,36,291.56,Office Furnishings
not specified,20.99,Telephones and Communication,Alexandra Fuller42,11/26/2013,Regular Air,0.03,23754,91458,Consumer 096,Technology,Small Pack%,Accessory29,0.83,West,Washington,Puyallup,98373,11/27/2013,1.25,43.271712,9,158.27,Telephones and Communication
high,99.99,Office Machines,Theodore Moran43,11-10-2010,Regular Air,0,25933,91454,Consumer 096,Technology,Small Box@,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,0.52,West,Washington,Redmond,98052,11-11-2010,19.99,25.91382,6,647.07,Office Machines
low,9.31,"Scissors, Rulers and Trimmers",Theodore Moran43,2/26/2013,Regular Air,0.05,25438,91456,Consumer 096,Office Supplies,Small Pack%,Acme� Forged Steel Scissors with Black Enamel Handles,0.56,West,Washington,Redmond,98052,03-04-2013,3.98,-17.58,9,83.01,"Scissors, Rulers and Trimmers"
critical,95.98,Chairs & Chairmats,Theodore Moran43,8/30/2013,Delivery Truck,0.06,25331,91457,Consumer 096,Furniture,Jumbo Drum$,Global Deluxe Office Fabric Chairs,0.58,West,Washington,Redmond,98052,09-01-2013,58.2,-336.38464,15,1396.96,Chairs & Chairmats
medium,39.48,Appliances,Melinda Sloan45,2/24/2012,Regular Air,0.1,23651,91578,Home Office 763,Office Supplies,Small Box@,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,0.56,Central,Texas,Coppell,75019,2/26/2012,3.99,338.6244,13,490.76,Appliances
not specified,5.81,Rubber Bands,Melinda Sloan45,9/23/2012,Regular Air,0.08,25399,91579,Home Office 763,Office Supplies,Wrap/ Bag,"Advantus Push Pins, Aluminum Head",0.54,Central,Texas,Coppell,75019,9/23/2012,3.37,-51.25,18,97.85,Rubber Bands
not specified,30.97,Computer Peripherals,Anne Nguyen46,9/23/2012,Regular Air,0,25397,91579,Home Office 763,Technology,Small Box@,Microsoft Multimedia Keyboard,0.74,South,Virginia,Colonial Heights,23834,9/25/2012,4,21.624,3,94.62,Computer Peripherals
not specified,17.67,Office Furnishings,Anne Nguyen46,9/23/2012,Regular Air,0,25398,91579,Home Office 763,Furniture,Small Pack%,"Executive Impressions 12"" Wall Clock",0.47,South,Virginia,Colonial Heights,23834,9/25/2012,8.99,-78.092,20,368.39,Office Furnishings
medium,17.98,Office Machines,Geoffrey Hewitt48,8/15/2011,Regular Air,0.06,20727,87712,Corporate 654,Technology,Medium Box,Canon P1-DHIII Palm Printing Calculator,0.4,Central,Illinois,Springfield,62701,8/15/2011,8.51,-27.600924,1,21.16,Office Machines
medium,4.13,Labels,Geoffrey Hewitt48,8/13/2012,Regular Air,0.07,19337,87713,Corporate 654,Office Supplies,Small Box@,Avery 506,0.39,Central,Illinois,Springfield,62701,8/16/2012,0.5,60.8097,22,88.13,Labels
high,7.31,Labels,Geoffrey Hewitt48,10-10-2012,Regular Air,0.03,18362,87714,Corporate 654,Office Supplies,Small Box@,Self-Adhesive Address Labels for Typewriters by Universal,0.38,Central,Illinois,Springfield,62701,10-11-2012,0.49,94.8198,19,137.42,Labels
high,20.99,Telephones and Communication,Geoffrey Hewitt48,10-10-2012,Regular Air,0.01,18363,87714,Corporate 654,Technology,Wrap/ Bag,Accessory37,0.81,Central,Illinois,Springfield,62701,10-11-2012,2.5,-85.27464,12,213.02,Telephones and Communication
high,39.24,Computer Peripherals,Geoffrey Hewitt48,01-11-2013,Regular Air,0.06,20726,87715,Corporate 654,Technology,Small Pack%,Verbatim DVD-R 4.7GB authoring disc,0.51,Central,Illinois,Springfield,62701,01-12-2013,1.99,229.0593,9,331.97,Computer Peripherals
high,67.84,Appliances,Terri Lyons49,3/29/2011,Regular Air,0.08,23944,87710,Corporate 654,Office Supplies,Small Box@,Fellowes Command Center 5-outlet power strip,0.58,Central,Illinois,Streamwood,60107,3/29/2011,0.99,-12.82,1,64.91,Appliances
high,7.64,Envelopes,Terri Lyons49,5/18/2011,Express Air,0.04,21138,87711,Corporate 654,Office Supplies,Small Box@,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",0.36,Central,Illinois,Streamwood,60107,5/19/2011,1.39,7.27,1,15.42,Envelopes
medium,12.95,Binders and Binder Accessories,Terri Lyons49,8/15/2011,Regular Air,0.04,20728,87712,Corporate 654,Office Supplies,Small Box@,GBC Binding covers,0.4,Central,Illinois,Streamwood,60107,8/17/2011,4.98,18.88258,5,69.4,Binders and Binder Accessories
low,65.99,Telephones and Communication,Terri Lyons49,2/17/2013,Regular Air,0,23662,87716,Corporate 654,Technology,Small Box@,3390,0.57,Central,Illinois,Streamwood,60107,2/19/2013,5.31,391.7199,10,567.71,Telephones and Communication
medium,30.73,Computer Peripherals,Terri Lyons49,03-02-2013,Regular Air,0.1,23802,87717,Corporate 654,Technology,Small Box@,Fellowes 17-key keypad for PS/2 interface,0.75,Central,Illinois,Streamwood,60107,03-03-2013,4,-45.1,7,208.12,Computer Peripherals
critical,200.97,Office Machines,Terri Lyons49,03-12-2013,Delivery Truck,0.06,21300,87718,Corporate 654,Technology,Jumbo Drum$,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,0.36,Central,Illinois,Streamwood,60107,3/14/2013,15.59,526.608,4,763.2,Office Machines
medium,2.6,Pens & Art Supplies,Terri Lyons49,10-06-2013,Regular Air,0.09,22691,87719,Corporate 654,Office Supplies,Wrap/ Bag,12 Colored Short Pencils,0.58,Central,Illinois,Streamwood,60107,10-07-2013,2.4,-17.68,6,16.64,Pens & Art Supplies
medium,14.97,Storage & Organization,Terri Lyons49,10-06-2013,Regular Air,0.07,22692,87719,Corporate 654,Office Supplies,Small Box@,Pizazz� Global Quick File�,0.57,Central,Illinois,Streamwood,60107,10-08-2013,7.51,-30.48,4,63.9,Storage & Organization
high,276.2,Chairs & Chairmats,Dawn Bailey50,3/29/2011,Regular Air,0.04,23945,87710,Corporate 654,Furniture,Large Box,SAFCO Arco Folding Chair,,Central,Illinois,Tinley Park,60477,04-01-2011,24.49,1585.0887,8,2297.23,Chairs & Chairmats
not specified,115.99,Telephones and Communication,Lorraine Kelly52,09-10-2010,Regular Air,0,18551,88426,Corporate 654,Technology,Small Box@,6160,0.57,West,Washington,Puyallup,98373,09-10-2010,2.5,162.666,6,627.04,Telephones and Communication
critical,40.97,Computer Peripherals,Lorraine Kelly52,09-10-2011,Regular Air,0.02,19341,88427,Corporate 654,Technology,Small Pack%,"TDK 4.7GB DVD-R Spindle, 15/Pack",0.42,West,Washington,Puyallup,98373,09-11-2011,1.99,378.1614,13,548.06,Computer Peripherals
critical,7.7,Office Furnishings,Lorraine Kelly52,11-06-2012,Regular Air,0.08,18666,88428,Corporate 654,Furniture,Wrap/ Bag,Deflect-O� Glasstique� Clear Desk Accessories,0.52,West,Washington,Puyallup,98373,11-07-2012,3.68,3.328,17,129.57,Office Furnishings
critical,3502.14,Office Machines,Sidney Russell Austin53,7/28/2010,Delivery Truck,0.07,22117,88425,Corporate 654,Technology,*Jumbo Box,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,0.57,West,Washington,Redmond,98052,7/30/2010,8.73,-6923.5992,1,3267.55,Office Machines
not specified,5.98,Paper,Sidney Russell Austin53,09-10-2010,Regular Air,0.02,18552,88426,Corporate 654,Office Supplies,Small Box@,Xerox 1903,0.36,West,Washington,Redmond,98052,09-11-2010,5.79,-67.49,17,110.19,Paper
low,3.08,Labels,Sidney Russell Austin53,2/19/2013,Regular Air,0.09,21677,88429,Corporate 654,Office Supplies,Small Box@,Avery 481,0.37,West,Washington,Redmond,98052,2/21/2013,0.99,23.1564,11,33.56,Labels
high,44.43,Tables,Marvin Hawley55,10-06-2011,Delivery Truck,0.03,19968,88076,Home Office 763,Furniture,*Jumbo Box,Hon 61000 Series Interactive Training Tables,0.67,East,New York,Syracuse,13210,10-07-2011,46.59,-1513.264896,14,666.63,Tables
low,130.98,Bookcases,Marvin Hawley55,10/20/2011,Delivery Truck,0.07,19969,88077,Consumer 096,Furniture,*Jumbo Box,"O'Sullivan Elevations Bookcase, Cherry Finish",0.69,East,New York,Syracuse,13210,10/25/2011,54.74,-414.18,6,814.6,Bookcases
low,15.68,Office Furnishings,Marvin Hawley55,04-10-2013,Regular Air,0.01,18469,88081,Consumer 096,Furniture,Small Pack%,Artistic Insta-Plaque,0.46,East,New York,Syracuse,13210,04-10-2013,3.73,23.5635,2,34.15,Office Furnishings
low,71.37,Tables,Marvin Hawley55,04-10-2013,Express Air,0.04,18470,88081,Consumer 096,Furniture,Large Box,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",0.68,East,New York,Syracuse,13210,4/14/2013,69,54.59805,11,761.52,Tables
medium,3.8,Binders and Binder Accessories,Randall Montgomery56,10/20/2010,Regular Air,0.06,20697,88075,Consumer 096,Office Supplies,Small Box@,Durable Pressboard Binders,0.38,East,New York,Tonawanda,14150,10/21/2010,1.49,19.6282,20,73.55,Binders and Binder Accessories
medium,1.76,Pens & Art Supplies,Randall Montgomery56,10/20/2010,Regular Air,0.06,20698,88075,Consumer 096,Office Supplies,Wrap/ Bag,Newell 310,0.56,East,New York,Tonawanda,14150,10/21/2010,0.7,-1.6524,17,29.57,Pens & Art Supplies
low,4.76,Paper,Randall Montgomery56,10/20/2011,Regular Air,0.04,19970,88077,Consumer 096,Office Supplies,Wrap/ Bag,"TOPS Voice Message Log Book, Flash Format",0.36,East,New York,Tonawanda,14150,10/27/2011,3.01,-7.9488,23,109.64,Paper
high,5.84,Pens & Art Supplies,Randall Montgomery56,01-11-2013,Express Air,0.01,24218,88079,Consumer 096,Office Supplies,Wrap/ Bag,Newell 312,0.55,East,New York,Tonawanda,14150,1/13/2013,1.2,47.0972,11,68.79,Pens & Art Supplies
not specified,5.94,Binders and Binder Accessories,Randall Montgomery56,02-08-2013,Regular Air,0.1,23305,88080,Consumer 096,Office Supplies,Small Box@,Storex Dura Pro� Binders,0.38,East,New York,Tonawanda,14150,02-09-2013,9.92,-211.0595,7,40.94,Binders and Binder Accessories
not specified,65.99,Telephones and Communication,Randall Montgomery56,02-08-2013,Regular Air,0.1,23306,88080,Consumer 096,Technology,Small Box@,6190,0.55,East,New York,Tonawanda,14150,02-09-2013,2.5,186.417,6,311.98,Telephones and Communication
low,525.98,Binders and Binder Accessories,Randall Montgomery56,12/27/2013,Regular Air,0.1,22008,88082,Consumer 096,Office Supplies,Small Box@,GBC DocuBind 300 Electric Binding Machine,0.37,East,New York,Tonawanda,14150,12/30/2013,19.99,5291.4651,15,7668.79,Binders and Binder Accessories
low,115.99,Telephones and Communication,Randall Montgomery56,12/27/2013,Regular Air,0.1,22009,88082,Consumer 096,Technology,Small Box@,5185,0.58,East,New York,Tonawanda,14150,12/29/2013,8.99,1176.724224,21,1941.74,Telephones and Communication
medium,11.66,Pens & Art Supplies,Kimberly Epstein57,1/21/2012,Regular Air,0.06,26008,88078,Consumer 096,Office Supplies,Small Pack%,"Hunt BOSTON� Vista� Battery-Operated Pencil Sharpener, Black",0.58,East,New York,Troy,12180,1/23/2012,7.95,-143.8648,10,120.64,Pens & Art Supplies
critical,6.48,Paper,Rose Lassiter59,2/23/2013,Express Air,0.08,19277,87413,Small Business 890,Office Supplies,Small Box@,Xerox 1930,0.36,Central,Texas,Port Arthur,77642,2/25/2013,6.81,-96.59,8,51.56,Paper
critical,2.78,Pens & Art Supplies,Rose Lassiter59,2/23/2013,Regular Air,0.02,19278,87413,Small Business 890,Office Supplies,Wrap/ Bag,Newell 339,0.59,Central,Texas,Port Arthur,77642,2/25/2013,0.97,0.77,6,17.24,Pens & Art Supplies
critical,3.95,Appliances,Rose Lassiter59,3/14/2013,Regular Air,0,18289,87416,Corporate 654,Office Supplies,Small Box@,"Hoover Replacement Belts For Soft Guard� & Commercial Ltweight Upright Vacs, 2/Pk",0.59,Central,Texas,Port Arthur,77642,3/15/2013,5.13,-157.18,11,45.57,Appliances
not specified,150.98,Chairs & Chairmats,Rose Lassiter59,04-03-2013,Delivery Truck,0.09,19903,87417,Corporate 654,Furniture,Jumbo Drum$,DMI Arturo Collection Mission-style Design Wood Chair,0.59,Central,Texas,Port Arthur,77642,04-04-2013,57.2,-231.6,5,750.94,Chairs & Chairmats
not specified,38.94,Storage & Organization,Rose Lassiter59,04-03-2013,Regular Air,0.02,19904,87417,Corporate 654,Office Supplies,Large Box,"Eldon Base for stackable storage shelf, platinum",0.8,Central,Texas,Port Arthur,77642,04-04-2013,35,-1119.64,10,394.4,Storage & Organization
medium,4.18,Binders and Binder Accessories,Sheila Warren60,06-10-2012,Regular Air,0.08,20292,87410,Small Business 890,Office Supplies,Small Box@,Avery� Durable Slant Ring Binders With Label Holder,0.37,Central,Texas,Richardson,75080,06-12-2012,2.99,-24.2144,16,65.22,Binders and Binder Accessories
medium,2.88,Pens & Art Supplies,Sheila Warren60,06-10-2012,Regular Air,0.03,20293,87410,Small Business 890,Office Supplies,Wrap/ Bag,Newell 340,0.56,Central,Texas,Richardson,75080,06-12-2012,0.7,23.844,20,56.72,Pens & Art Supplies
high,89.99,Chairs & Chairmats,Sheila Warren60,7/21/2013,Delivery Truck,0.08,20427,87420,Corporate 654,Furniture,Jumbo Drum$,"Global Leather Task Chair, Black",0.66,Central,Texas,Richardson,75080,7/21/2013,42,-180.46656,2,195.63,Chairs & Chairmats
medium,81.94,Bookcases,Charlotte Stanton61,11/18/2011,Delivery Truck,0.05,22867,87409,Small Business 890,Furniture,*Jumbo Box,O'Sullivan 5-Shelf Heavy-Duty Bookcases,0.6,Central,Texas,Rosenberg,77471,11/18/2011,55.81,185.266,28,2292.34,Bookcases
low,6.08,Rubber Bands,Charlotte Stanton61,10-07-2012,Regular Air,0.03,21091,87411,Corporate 654,Office Supplies,Wrap/ Bag,Staples Bulk Pack Metal Binder Clips,0.35,Central,Texas,Rosenberg,77471,10/16/2012,1.82,77.372,20,125.92,Rubber Bands
not specified,9.93,Pens & Art Supplies,Charlotte Stanton61,2/13/2013,Regular Air,0.1,22811,87412,Small Business 890,Office Supplies,Wrap/ Bag,Peel-Off� China Markers,0.43,Central,Texas,Rosenberg,77471,2/16/2013,1.09,25.116,4,36.4,Pens & Art Supplies
high,19.98,Paper,Charlotte Stanton61,03-02-2013,Regular Air,0.04,21820,87414,Small Business 890,Office Supplies,Small Box@,Xerox 191,0.38,Central,Texas,Rosenberg,77471,03-03-2013,5.86,67.8477,5,98.33,Paper
high,22.24,Computer Peripherals,Charlotte Stanton61,11-11-2013,Regular Air,0,22423,87422,Corporate 654,Technology,Small Pack%,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",0.43,Central,Texas,Rosenberg,77471,11/14/2013,1.99,173.66272,15,333.6,Computer Peripherals
high,29.89,Computer Peripherals,Charlotte Stanton61,11-11-2013,Regular Air,0,22424,87422,Corporate 654,Technology,Small Pack%,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",0.5,Central,Texas,Rosenberg,77471,11-12-2013,1.99,433.22048,22,670.73,Computer Peripherals
high,5.98,Paper,Pam Gilbert62,11-09-2010,Regular Air,0.02,22890,87407,Corporate 654,Office Supplies,Small Box@,Xerox 193,0.36,Central,Texas,Round Rock,78664,11-11-2010,5.15,2.14,3,22.85,Paper
high,29.14,Paper,Pam Gilbert62,12-12-2010,Regular Air,0.04,25354,87408,Corporate 654,Office Supplies,Wrap/ Bag,"Snap-A-Way� Black Print Carbonless Speed Message, No Reply Area, Duplicate",0.38,Central,Texas,Round Rock,78664,12/14/2010,4.86,349.4091,17,506.39,Paper
low,5.85,Pens & Art Supplies,Pam Gilbert62,03-07-2013,Regular Air,0.09,25387,87415,Corporate 654,Office Supplies,Wrap/ Bag,"Dixon My First Ticonderoga Pencil, #2",0.56,Central,Texas,Round Rock,78664,03-12-2013,2.27,-8.37,3,17.55,Pens & Art Supplies
high,20.89,Storage & Organization,Pam Gilbert62,12-12-2013,Regular Air,0.02,25355,87423,Corporate 654,Office Supplies,Small Box@,"Iris� 3-Drawer Stacking Bin, Black",0.83,Central,Texas,Round Rock,78664,12/14/2013,11.52,-103.96848,20,439.92,Storage & Organization
low,70.97,Appliances,Gene Diaz63,03-07-2013,Regular Air,0.07,25388,87415,Corporate 654,Office Supplies,Small Box@,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,0.59,Central,Texas,Rowlett,75088,3/16/2013,3.5,97.36,3,207.91,Appliances
low,59.98,Appliances,Gene Diaz63,05-02-2013,Express Air,0.02,25592,87418,Corporate 654,Office Supplies,Small Box@,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,0.57,Central,Texas,Rowlett,75088,05-09-2013,3.99,691.3179,16,1001.91,Appliances
low,65.99,Telephones and Communication,Gene Diaz63,05-02-2013,Regular Air,0.06,25593,87418,Corporate 654,Technology,Small Box@,3390,0.57,Central,Texas,Rowlett,75088,05-07-2013,5.31,458.622,13,700.58,Telephones and Communication
low,8.34,Office Furnishings,Gene Diaz63,06-07-2013,Regular Air,0.1,26231,87419,Corporate 654,Furniture,Wrap/ Bag,Document Clip Frames,0.43,Central,Texas,Rowlett,75088,06-11-2013,0.96,-5.112,1,7.98,Office Furnishings
low,140.99,Office Machines,Gene Diaz63,06-07-2013,Regular Air,0.04,26232,87419,Corporate 654,Technology,Medium Box,Canon MP100DHII Printing Calculator,0.37,Central,Texas,Rowlett,75088,6/14/2013,13.99,499.6497,5,724.13,Office Machines
not specified,3.69,Labels,Lynn Morrow64,03-02-2010,Regular Air,0,21017,87406,Small Business 890,Office Supplies,Small Box@,Avery 501,0.38,South,Virginia,Salem,24153,03-04-2010,0.5,-37.5291,1,4,Labels
not specified,175.99,Telephones and Communication,Lynn Morrow64,03-02-2010,Express Air,0.02,21019,87406,Small Business 890,Technology,Small Box@,5165,0.59,South,Virginia,Salem,24153,03-02-2010,4.99,101.49,4,589.8,Telephones and Communication
not specified,92.23,Office Furnishings,Lynn Morrow64,03-02-2013,Regular Air,0.03,21018,87414,Small Business 890,Furniture,Medium Box,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",0.67,South,Virginia,Salem,24153,03-04-2013,39.61,-10.6582,5,461.69,Office Furnishings
high,55.99,Telephones and Communication,Lynn Morrow64,8/26/2013,Regular Air,0.05,20899,87421,Corporate 654,Technology,Small Pack%,Accessory6,0.8,South,Virginia,Salem,24153,8/28/2013,5,-218.9761,23,1062.84,Telephones and Communication
critical,205.99,Telephones and Communication,Jenny Sanchez65,05-02-2012,Regular Air,0.01,18441,87948,Corporate 654,Technology,Small Box@,iDEN i550,0.6,West,California,Mountain View,94043,05-03-2012,19.99,1312.038,13,2395.13,Telephones and Communication
critical,162.93,Envelopes,Arlene Rouse66,05-02-2012,Regular Air,0.09,18442,87948,Corporate 654,Office Supplies,Small Box@,Multimedia Mailers,0.39,West,California,Murrieta,92563,05-04-2012,19.99,1451.9394,14,2104.26,Envelopes
not specified,9.11,Paper,Arlene Rouse66,06-12-2013,Regular Air,0.06,21667,87951,Corporate 654,Office Supplies,Wrap/ Bag,"Black Print Carbonless Snap-Off� Rapid Letter, 8 1/2"" x 7""",0.4,West,California,Murrieta,92563,6/13/2013,2.15,95.3787,15,138.23,Paper
low,155.06,Storage & Organization,Ellen McCormick67,01-02-2010,Regular Air,0.05,23274,87946,Corporate 654,Office Supplies,Small Box@,"Dual Level, Single-Width Filing Carts",0.59,West,California,Napa,94559,01-09-2010,7.07,845.664,8,1225.6,Storage & Organization
low,291.73,Chairs & Chairmats,Ellen McCormick67,01-02-2013,Delivery Truck,0,23272,87949,Corporate 654,Furniture,Jumbo Drum$,Hon 4070 Series Pagoda� Armless Upholstered Stacking Chairs,0.56,West,California,Napa,94559,01-02-2013,48.8,-239.4192,1,309.77,Chairs & Chairmats
low,100.98,Chairs & Chairmats,Ellen McCormick67,01-02-2013,Delivery Truck,0.07,23273,87949,Corporate 654,Furniture,Jumbo Drum$,Hon Valutask� Swivel Chairs,0.69,West,California,Napa,94559,01-04-2013,45,-1301.814,12,1139.49,Chairs & Chairmats
medium,367.99,Binders and Binder Accessories,Ellen McCormick67,03-12-2013,Regular Air,0.1,24229,87950,Corporate 654,Office Supplies,Small Box@,Ibico Ibimaster 300 Manual Binding System,0.4,West,California,Napa,94559,3/14/2013,19.99,2159.5344,9,3129.76,Binders and Binder Accessories
